^N225
Date,Time,Open,High,Low,Close
2026-06-03,12:30,68463.65625,68601.796875,68463.65625,68601.796875
2026-06-03,12:35,68612.203125,68722.1328125,68612.203125,68678.3828125
2026-06-03,12:40,68670.5703125,68738.2890625,68667.7890625,68714.9296875
2026-06-03,12:45,68725.1875,68731.8125,68660.2109375,68710.078125
2026-06-03,12:50,68701.2578125,68723.6484375,68647.5625,68670.1015625
2026-06-03,12:55,68674.8671875,68709.0703125,68584.2890625,68591.5234375
2026-06-03,13:00,68581.328125,68743.3203125,68581.328125,68725.796875
2026-06-03,13:05,68718.8125,68786.4921875,68664.7265625,68664.7265625
2026-06-03,13:10,68662.8828125,68722.53125,68617.2734375,68670.2265625
2026-06-03,13:15,68666.421875,68704.6875,68656.2578125,68684.046875
2026-06-03,13:20,68666.9765625,68756.96875,68665.2734375,68737.2734375
2026-06-03,13:25,68734.953125,68761.609375,68711.9921875,68759.5
2026-06-03,13:30,68752.9375,68764.796875,68719.28125,68727.3671875
2026-06-03,13:35,68714.7890625,68732.1796875,68592.28125,68599.1796875
2026-06-03,13:40,68604.7265625,68678.5078125,68589.78125,68665.03125
2026-06-03,13:45,68665.7890625,68673.9765625,68533.3828125,68565.96875
2026-06-03,13:50,68561.5,68606.53125,68531.3828125,68583.328125
2026-06-03,13:55,68577.953125,68580.09375,68527.3984375,68570.203125
2026-06-03,14:00,68570.0625,68675.140625,68538.15625,68675.140625
2026-06-03,14:05,68675.03125,68701.78125,68664.796875,68679.6328125
2026-06-03,14:10,68682.078125,68727.0390625,68648.2265625,68656.2265625
2026-06-03,14:15,68659.3984375,68720.8828125,68659.3984375,68710.2109375
2026-06-03,14:20,68718.859375,68730.953125,68695.59375,68725.75
2026-06-03,14:25,68725.25,68726.1328125,68668.46875,68673.75
2026-06-03,14:30,68673.2265625,68673.2265625,68562.96875,68640.34375
2026-06-03,14:35,68632.140625,68697.140625,68632.140625,68696.1328125
2026-06-03,14:40,68696.78125,68750.078125,68696.78125,68713.9375
2026-06-03,14:45,68713.546875,68741.078125,68701.3671875,68737.34375
2026-06-03,14:50,68733.078125,68733.078125,68671.9296875,68699.96875
2026-06-03,14:55,68708.7734375,68733.7890625,68663.078125,68677.9296875
2026-06-03,15:00,68682.7109375,68774.859375,68682.7109375,68765.6328125
2026-06-03,15:05,68767.8203125,68767.8203125,68655.9609375,68680.28125
2026-06-03,15:10,68675.3984375,68675.3984375,68537.6796875,68571.453125
2026-06-03,15:15,68564.2890625,68564.2890625,68456.2734375,68467.0234375
2026-06-03,15:20,68467.140625,68536.03125,68454.4609375,68473.9921875
2026-06-03,15:25,68465.5625,68465.5625,68465.5625,68465.5625
2026-06-03,15:30,68402.1328125,68402.1328125,68402.1328125,68402.1328125
2026-06-04,09:00,67860.84375,68051.9375,67701.578125,67707.6875
2026-06-04,09:05,67699.3515625,67791.0390625,67513.7109375,67574.53125
2026-06-04,09:10,67584.25,67616.5078125,67446.75,67481.7421875
2026-06-04,09:15,67487.078125,67602.2265625,67324.5,67490.640625
2026-06-04,09:20,67470.5703125,67599.59375,67425.2734375,67491.140625
2026-06-04,09:25,67507.3515625,67526.8984375,67399.109375,67400.53125
2026-06-04,09:30,67408.203125,67613.34375,67408.203125,67575.8203125
2026-06-04,09:35,67582.03125,67582.03125,67262.859375,67271.5078125
2026-06-04,09:40,67277.5078125,67435.2578125,67250.9296875,67435.2578125
2026-06-04,09:45,67448.6015625,67448.6015625,67297.59375,67419.4375
2026-06-04,09:50,67424.609375,67424.609375,67250.9375,67337.5390625
2026-06-04,09:55,67347.796875,67349.6484375,67228.6015625,67264.7109375
2026-06-04,10:00,67245.140625,67297.953125,67158.203125,67292.6484375
2026-06-04,10:05,67283.1875,67391.8515625,67274.2578125,67380.1328125
2026-06-04,10:10,67390.0390625,67444.296875,67320.28125,67343.7109375
2026-06-04,10:15,67325.8828125,67325.8828125,67150.6171875,67209.65625
2026-06-04,10:20,67196.5234375,67305.5625,67184.5234375,67184.5234375
2026-06-04,10:25,67183.78125,67283.953125,67137.3203125,67246.7734375
2026-06-04,10:30,67238.9921875,67289.8125,67165.1875,67208.0078125
2026-06-04,10:35,67205.078125,67239.140625,67136.90625,67139.140625
2026-06-04,10:40,67141.4765625,67189.15625,67078.578125,67121.25
2026-06-04,10:45,67115.4609375,67269.4609375,67102.7734375,67255.46875
2026-06-04,10:50,67260.5234375,67260.5234375,67123.578125,67172.421875
2026-06-04,10:55,67175.0390625,67220.5,67125.0,67161.203125
2026-06-04,11:00,67164.2265625,67168.2734375,67093.3125,67093.3125
2026-06-04,11:05,67092.9765625,67112.1328125,67060.4375,67063.40625
2026-06-04,11:10,67065.3828125,67078.8671875,67019.71875,67030.9296875
2026-06-04,11:15,67034.859375,67034.859375,66920.796875,66976.0703125
2026-06-04,11:20,66984.46875,67104.5078125,66983.2734375,67065.9765625
2026-06-04,11:25,67073.1875,67139.21875,67073.1875,67099.1328125
2026-06-04,11:30,67097.4296875,67101.828125,67097.4296875,67101.828125
2026-06-04,12:30,67324.703125,67482.890625,67324.703125,67407.171875
2026-06-04,12:35,67405.5,67409.4375,67298.828125,67385.609375
